"id";"title";"artist";"lyrics"
"79";"Realce";"Gilberto Gil";"Não se incomode
O que a gente pode, pode
O que a gente não pode, explodirá
A força é bruta
E a fonte da força é neutra
E de repente a gente poderá
Realce, realce
Quanto mais purpurina, melhor
Realce, realce
Com a cor do veludo
Com amor, com tudo
De real teor de beleza
Não se impaciente
O que a gente sente, sente
Ainda que não se tente, afetará
O afeto é fogo
E o modo do fogo é quente
E de repente a gente queimará
Realce, realce
Quanto mais parafina, melhor
Realce, realce
Com a cor do veludo
Com amor, com tudo
De real teor de beleza
Não desespere
Quando a vida fere, fere
E nenhum mágico interferirá
Se a vida fere
Como a sensação do brilho
De repente a gente brilhará
Realce, realce
Quanto mais serpentina, melhor
Realce, realce
Com a cor do veludo
Com amor, com tudo
De real teor de beleza"
"80";"Tente Outra Vez";"Raul Seixas";"Veja
Não diga que a canção está perdida
Tenha fé em Deus, tenha fé na vida
Tente outra vez
Beba
Pois a água viva ainda está na fonte
Você tem dois pés para cruzar a ponte
Nada acabou, não não não não
Tente
Levante sua mão sedenta e recomece a andar
Não pense que a cabeça agüenta se você parar,
não não não não
Há uma voz que canta,
uma voz que dança,
uma voz que gira
Bailando no ar
Queira
Basta ser sincero e desejar profundo
Você será capaz de sacudir o mundo, vai
Tente outra vez
Tente
E não diga que a vitória está perdida
Se é de batalhas que se vive a vida
Tente outra vez"
"81";"Dois Rios";"Skank";"O céu está no chão
O céu não cai do alto
É o claro, é a escuridão
O céu que toca o chão
E o céu que vai no alto
Dois lados deram as mãos
Como eu fiz também
Só pra poder conhecer
O que a voz da vida vem dizer
Que os braços sentem
E os olhos veem
Que os lábios sejam
Dois rios inteiros
Sem direção
O sol é o pé e a mão
O sol é a mãe e o pai
Dissolve a escuridão
O sol se põe se vai
E após se pôr
O sol renasce no Japão
Eu vi também
Só pra poder entender
Na voz da vida ouvi dizer
Que os braços sentem
E os olhos veem
E os lábios beijam
Dois rios inteiros
Sem direção
E o meu lugar é esse
Ao lado seu, no corpo inteiro
Dou o meu lugar pois o seu lugar
É o meu amor primeiro
O dia e a noite as quatro estações
O céu está no chão
O céu não cai do alto
É o claro, é a escuridão
O céu que toca o chão
E o céu que vai no alto
Dois lados deram as mãos
Como eu fiz também
Só pra poder conhecer
O que a voz da vida vem dizer
Que os braços sentem
E os olhos veem
Que os lábios sejam
Dois rios inteiros
Sem direção
E o meu lugar é esse
Ao lado seu, no corpo inteiro
Dou o meu lugar pois o seu lugar
É o meu amor primeiro
O dia e a noite as quatro estações
Que os braços sentem
E os olhos veem
Que os lábios sejam
Dois rios inteiros
Sem direção"
"82";"Aquarela";"Toquinho";"Numa folha qualquer eu desenho um sol amarelo E com cinco ou seis retas é fácil fazer um castelo Corro o lápis em torno da mão e me dou uma luva, E se faço chover, com dois riscos tenho um guarda-chuva Se um pinguinho de tinta cai num pedacinho azul do papel, Num instante imagino uma linda gaivota a voar no céu Vai voando, contornando a imensa curva norte e sul, Vou com ela, viajando, Havaí, Pequim ou Istambul Pinto um barco a vela branco, navegando, É tanto céu e mar num beijo azul Entre as nuvens vem surgindo um lindo avião rosa e grená Tudo em volta colorindo, com suas luzes á piscar Basta imaginar que ele está partindo, sereno, lindo, E se a gente quiser, ele vai pousar Numa folha qualquer eu desenho um navio de partida Com alguns bons amigos bebendo de bem com a vida De uma américa a outra consigo passar num segundo, Giro um simples compasso e num círculo eu faço o mundo Um menino caminha e caminhando chega no muro E ali logo em frente, a esperar pela gente, o futuro está E o futuro é uma astronave que tentamos pilotar, Não tem tempo nem piedade, nem tem hora de chegar Sem pedir licença muda nossa vida, depois convida a rir ou chorar Nessa estrada não nos cabe conhecer ou ver o que virá O fim dela ninguém sabe bem ao certo onde vai dar Vamos todos numa linda passarela De uma aquarela que um dia, enfim, descolorirá (que descolorirá) (que descolorirá) (que descolorirá)"
"83";"A Lista";"Oswaldo Montenegro";"Faça uma lista de grandes amigos
Quem você mais via há dez anos atrás
Quantos você ainda vê todo dia
Quantos você já não encontra mais
Faça uma lista dos sonhos que tinha
Quantos você desistiu de sonhar!
Quantos amores jurados pra sempre
Quantos você conseguiu preservar
Onde você ainda se reconhece
Na foto passada ou no espelho de agora
Hoje é do jeito que achou que seria?
Quantos amigos você jogou fora
Quantos mistérios que você sondava
Quantos você conseguiu entender
Quantos segredos que você guardava
Hoje são bobos ninguém quer saber
Quantas mentiras você condenava
Quantas você teve que cometer
Quantos defeitos sanados com o tempo
Eram o melhor que havia em você
Quantas canções que você não cantava
Hoje assovia pra sobreviver
Quantas pessoas que você amava
Hoje acredita que amam você
Faça uma lista de grandes amigos
Quem você mais via há dez anos atrás
Quantos você ainda vê todo dia
Quantos você já não encontra mais
Quantos segredos que você guardava
Hoje são bobos ninguém quer saber
Quantas pessoas que você amava
Hoje acredita que amam você"
"84";"Corcovado";"Tom Jobim";"Um cantinho e um violão
Esse amor, uma canção
Pra fazer feliz a quem se ama
Muita calma pra pensar
E ter tempo pra sonhar
Da janela vê-se o Corcovado
O Redentor que lindo
Quero a vida sempre assim com você perto de mim
Até o apagar da velha chama
E eu que era triste
Descrente deste mundo
Ao encontrar você eu conheci
O que é felicidade, meu amor"
"85";"Berimbau";"Vinicius de Moraes";"Quem é homem de bem não trai
O amor que lhe quer seu bem
Quem diz muito que vai, não vai
Assim como não vai, não vem
Quem de dentro de si não sai
Vai morrer sem amar ninguém
O dinheiro de quem não dá
É o trabalho de quem não tem
Capoeira que é bom não cai
Mas se um dia ele cai, cai bem
Capoeira me mandou dizer que já chegou
Chegou para lutar
Berimbau me confirmou vai ter briga de amor
Tristeza camará
Se não tivesse o amor(2x)
Se não tivesse essa dor(2x)
E se não tivesse o sofrer(2x)
E se não tivesse o chorar(2x)
Melhor era tudo se acabar(2x)
Eu amei, amei demais
O que eu sofri por causa de amor ninguém sofreu
Eu chorei, perdi a paz
Mas o que eu sei é que ninguém nunca teve mais, mais do que eu
Capoeira me mandou dizer que já chegou
Chegou para lutar
Berimbau me confirmou vai ter briga de amor
Tristeza camará"
"86";"Apenas Um Rapaz Latino-americano";"Belchior";"Eu sou apenas um rapaz latino-americano
Sem dinheiro no banco,
Sem parentes importantes, e vindo do interior

Mas trago, de cabeça, uma canção do rádio
Em que um antigo compositor baiano me dizia:
""tudo é divino, tudo é maravilhoso""

Mas trago, de cabeça, uma canção do rádio
Em que um antigo compositor baiano me dizia:
""tudo é divino, tudo é maravilhoso""

Tenho ouvido muitos discos,
Conversado com pessoas, caminhado meu caminho
Papo, som dentro da noite,
E não tenho um amigo sequer
E não acredite nisso, não.
Tudo muda e com toda razão!

Eu sou apenas um rapaz latino-americano
Sem dinheiro no banco,
Sem parentes importantes, e vindo do interior

Mas sei que tudo é proibido,
aliás, eu queria dizer
Que tudo é permitido,
até beijar você no escuro do cinema
Quando ninguém nos vê

Mas sei que tudo é proibido,
aliás, eu queria dizer
Que tudo é permitido,
até beijar você no escuro do cinema
Quando ninguém nos vê

Não me peça que lhe faça uma canção como se deve
Correta, branca, suave, muito limpa, muito leve
Sons, palavras são navalhas
e eu não posso cantar como convém
Sem querer ferir ninguém

Mas não se preocupe meu amigo
com os horrores que eu lhe digo
Isso é somente uma canção,
A vida, a vida realmente é diferente
Quer dizer, ao vivo é muito pior!

E eu sou apenas um rapaz latino-americano,
sem dinheiro no banco
Por favor não saque a arma no ""saloon""
eu sou apenas o cantor

Mas se depois de cantar
você ainda quiser me atirar
Mate-me logo, à tarde, às três,
que à noite tenho um compromisso
E não posso faltar, por causa de vocês

Mas se depois de cantar
você ainda quiser me atirar
Mate-me logo, à tarde, às três,
que à noite tenho um compromisso
E não posso faltar, por causa de vocês

Eu sou apenas um rapaz latino-americano
sem dinheiro no banco
Sem parentes importantes, e vindo do interior

Mas sei que nada é divino,
nada, nada é maravilhoso
Nada, nada é secreto,
nada, nada é misterioso, não
Na na na na na na na na"
"87";"O Leãozinho";"Caetano Veloso";"Gosto muito de te ver, Leãozinho
Caminhando sob o sol
Gosto muito de você, Leãozinho
Para desentristecer, Leãozinho
O meu coração tão só
Basta eu encontrar você no caminho
Um filhote de leão, raio da manhã
Arrastando o meu olhar como um ímã
O meu coração é o sol pai de toda a cor
Quando ele lhe doura a pele ao léu
Gosto de te ver ao sol, Leãozinho
De te ver entrar no mar
Tua pele, tua luz, tua juba
Gosto de ficar ao sol, Leãozinho
De molhar minha juba
De estar perto de você e entrar no mar"
"88";"Meu Bem Querer";"Djavan";"Meu bem-querer É segredo, é sagrado Está sacramentado Em meu coração Meu bem-querer Tem um ""quê"" de pecado Acariciado pela emoção Meu bem-querer, meu encanto Tô sofrendo tanto Amor E o que é o sofrer Para mim que estou Jurado pra morrer de amor? © 1980 Ed. Musicais Tapajós"
"89";"Madalena";"Elis Regina";"Ó, Madalena O meu peito percebeu Que o mar é uma gota Comparado ao pranto meu Fique certa Quando o nosso amor desperta Logo o Sol se desespera E se esconde lá na serra Ê, Madalena O que é meu não se divide Nem tão pouco se admite Quem do nosso amor duvide Até a Lua se arrisca num palpite Que o nosso amor existe Forte ou fraco Alegre ou triste É, Madalena O meu peito percebeu Que o mar é uma gota Comparado ao pranto meu Fique certa Quando o nosso amor desperta Logo o Sol se desespera E se esconde lá na serra Ê, Madalena O que é meu não se divide Tão pouco se admite Quem do nosso amor duvide Até a Lua se arrisca num palpite Que o nosso amor existe Forte ou fraco Alegre ou triste Ô, Madalena O que é meu não se divide Nem tão pouco se admite Quem do nosso amor duvide Até a Lua se arrisca num palpite Que o nosso amor existe Forte ou fraco Alegre ou triste"
"90";"Vem Quente Que Eu Estou Fervendo";"Erasmo Carlos";"Se você quer brigar e acha
Que com isso estou sofrendo
Se enganou, meu bem, pode
Vir quente que eu estou fervendo
Mas se você quer brigar
E acha que com isto estou sofrendo
Se enganou, meu bem
Pode vir quente que eu estou fervendo
Pode tirar seu time de campo
Que o meu coração é do tamanho de um trem
Iguais a você, eu apanhei mais de cem
Pode vir quente que eu estou fervendo"
"91";"Brasil";"Gal Costa";"Não me convidaram
Pra essa festa pobre
Que os homens armaram pra me convencer
A pagar sem ver
Toda essa droga
Que já vem malhada antes de eu nascer
Não me ofereceram
Nem um cigarro
Fiquei na porta estacionando os carros
Não me elegeram
Chefe de nada
O meu cartão de crédito é uma navalha
Brasil
Mostra tua cara
Quero ver quem paga
Pra gente ficar assim
Brasil
Qual é o teu negócio?
O nome do teu sócio?
Confia em mim
Não me convidaram
Pra essa festa pobre
Que os homens armaram pra me convencer
A pagar sem ver
Toda essa droga
Que já vem malhada antes de eu nascer
Não me sortearam
A garota do Fantástico
Não me subornaram
Será que é o meu fim?
Ver TV a cores
Na taba de um índio
Programada pra só dizer ""sim.
Brasil
Mostra a tua cara
Quero ver quem paga
Pra gente ficar assim
Brasil
Qual é o teu negócio?
O nome do teu sócio?
Confia em mim
Grande pátria desimportante
Em nenhum instante
Eu vou te trair
(Não vou te trair)"
"92";"Vitoriosa";"Ivan Lins";"Quero sua risada mais gostosa
Esse seu jeito de achar
Que a vida pode ser maravilhosa
Quero sua alegria escandalosa
Vitoriosa por não ter
Vergonha de aprender como se goza
Quero toda sua pouca castidade
Quero toda sua louca liberdade
Quero toda essa vontade
De passar dos seus limites
E ir além,
E ir além...
Quero sua risada mais gostosa
Esse seu jeito de achar
Que a vida pode ser maravilhosa
Que a vida pode ser maravilhosa..."
"93";"Deixa Isso Pra Lá";"Jair Rodrigues";"Deixa que digam
Que pensem
Que falem
Deixa isso pra lá
Vem pra cá
O que que tem
Eu não estou fazendo nada
Você também
Faz mal bater um papo
Assim gostoso com alguém ?
Vai, vai, por mim
Balanço de amor, é assim
Mãozinha com mãozinha pra lá
Beijinhos e beijinhos pra cá
Vem balançar
Amor é balanceio meu bem
Só vai no meu balanço quem tem
Carinho para dar"
"94";"Será";"Legião Urbana";"Tire suas mãos de mim Eu não pertenço a você Não é me dominando assim Que você vai me entender Eu posso estar sozinho, Mas eu sei muito bem aonde estou Você pode até duvidar Acho que isso não é amor Será só imaginação? Será que nada vai acontecer? Será que é tudo isso em vão? Será que vamos conseguir vencer? Nos perderemos entre monstros Da nossa própria criação Serão noites inteiras Talvez por medo da escuridão Ficaremos acordados Imaginando alguma solução Pra que esse nosso egoísmo Não destrua nosso coração Será só imaginação? Será que nada vai acontecer? Será que é tudo isso em vão? Será que vamos conseguir vencer? Brigar pra quê se é sem querer? Quem é que vai nos proteger? Será que vamos ter que responder Pelos erros a mais, eu e você?"
"95";"Juventude Transviada";"Luiz Melodia";"Lava roupa todo dia, que agonia
Na quebrada da soleira, que chovia
Até sonhar de madrugada, uma moça sem mancada
Uma mulher não deve vacilar
Eu entendo a juventude transviada
E o auxílio luxuoso de um pandeiro
Até sonhar de madrugada, uma moça sem mancada
Uma mulher não deve vacilar
Cada cara representa uma mentira
Nascimento, vida e morte, quem diria
Até sonhar de madrugada, uma moça sem mancada
Uma mulher não deve vacilar
Hoje pode transformar
E o que diria a juventude
Um dia você vai chorar
Vejo claras fantasias"
"96";"Coração de Papel";"Sérgio Reis";"Se você pensa que meu coração é de papel
não vá pensando pois não é
ele é igualzinho ao seu
e sofre como eu
porque fazer chorar assim a quem lhe ama
Se você pensa em fazer chorar a quem lhe quer
a quem só pensa em você
um dia sentirá
que amar é bom demais
não jogue o amor ao léu
meu coração que não é de papel
Porque fazer chorar
Porque fazer sofrer
um coração que só lhe quer
O amor é lindo eu sei
e todo eu lhe dei
você não quis
jogou ao léu
meu coração que não é de papel [BIS]
não é ah ah
meu coração que não é de papel"
"97";"Preciso Dizer Que Te Amo";"Cazuza";"Quando a gente conversa
Contando casos e besteiras
Tanta coisa em comum
Deixando escapar segredos
E eu nem sei que hora dizer
Me dá um medo ( que medo )
É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
É eu preciso dizer que eu te amo
Tanto
E até o tempo passa arrastado
Só pra eu ficar do teu lado
Você me chora dores de outro amor
Se abre e acaba comigo
mas nesta novela eu não quero ser teu amigo
É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
Eu preciso dizer que eu te amo
Tanto
E eu já não sei se eu tô misturando
Ah, eu perco o sono
Tentando achar em cada gesto uma bandeira
Fechando e abrindo a geladeira a noite inteira
É que eu preciso dizer que eu te amo
Te ganhar ou perder sem engano
É eu preciso dizer que eu te amo
Tanto
Quando a gente conversa
Contando casos besteiras
Tanta coisa em comum
Deixando escapar segredos
Eu não sei em que hora dizer
Tenho medo
É que eu preciso dizer que te amo
Te ganhar ou perder sem engano
Eu preciso dizer que eu te amo
Tanto
E até o tempo passa arrastado
Só pra eu ficar do teu lado
Você chora dores de outro amor
Se abre e acaba comigo
E nessa novela, baby eu não quero ser teu amigo
Não
É que eu preciso dizer que te amo
Te ganhar ou perder sem engano...
É que eu preciso dizer que te amo
Eu já não sei se eu tô misturando..
Ah eu perco o sono...
Lembrando em cada riso teu qualquer bobeira..."
